2.1,2.46,2.3,1.8,2.13,2.84,3.29,2.14,3.17,2.85
2.07,2.44,2.24,1.73,2.11,2.83,3.26,2.14,3.18,2.8
2.08,2.43,2.19,1.76,2.14,2.81,3.24,2.13,3.08,2.75
2.08,2.4,2.13,1.76,2.14,2.82,3.39,2.1,3.02,2.72
2.04,2.39,2.11,1.73,2.16,2.83,3.78,2.12,2.96,2.7
2.01,2.38,2.09,1.71,2.19,3.1,3.5,2.11,2.95,
2.06,2.38,2.06,1.71,2.15,3.32,3.39,2.09,2.91,
2.07,2.38,2.01,1.67,2.15,3.2,3.33,2.06,2.92,
2.03,2.34,1.98,1.68,2.2,3.09,3.28,2.04,2.89,2.62
2.01,2.32,1.95,1.73,2.2,3.05,3.36,2.05,2.89,2.63
2.01,2.3,1.95,1.77,4.47,4.11,3.24,2.02,2.95,2.62
2.01,2.26,1.92,1.76,3.45,4.9,3.23,1.99,2.98,2.62
1.99,2.24,1.89,1.7,3.44,4.54,3.21,1.97,3.02,2.6
1.99,2.22,1.88,1.68,3.1,4.39,3.17,1.98,2.98,2.58
1.98,2.19,1.9,1.71,2.91,4.9,3.13,1.99,2.92,2.55
1.96,2.17,1.89,1.69,2.79,4.34,3.07,1.96,2.89,2.53
1.94,2.14,1.85,1.7,2.74,4.11,3.04,1.94,3.07,2.52
1.96,2.13,1.82,1.67,3.75,3.96,3.03,1.98,3.8,2.5
1.99,2.11,1.82,1.7,3.34,3.85,3.02,2.02,3.8,2.47
1.97,2.09,1.86,1.75,3.12,3.84,2.97,2.02,3.47,2.45
1.94,2.05,1.89,1.72,3.09,3.9,2.95,2.04,3.3,2.42
1.88,2.03,1.84,1.68,3.02,3.77,2.92,2.12,3.18,2.39
1.87,2.01,1.93,1.62,2.85,4.25,2.9,2.1,3.12,2.34
1.89,1.99,1.9,1.58,2.76,4.18,2.89,2.1,3.1,2.32
1.82,1.98,1.96,1.55,2.68,3.84,2.88,2.09,3.1,2.31
1.83,1.97,2.09,1.53,2.61,3.74,2.85,2.06,3.22,2.29
1.81,1.96,2.18,1.48,2.55,3.66,2.82,2.23,5.06,2.27
1.82,1.95,2,1.42,2.55,3.6,2.77,2.46,4.2,2.26
1.84,2.21,1.93,1.38,2.65,3.55,2.76,3.19,3.87,2.24
1.84,2.24,1.82,1.35,2.87,3.5,2.76,2.81,3.69,2.22
1.85,2.17,1.78,1.33,2.73,3.46,2.78,2.61,6.17,2.22
1.85,2.33,1.79,1.35,2.66,3.44,2.78,2.48,6.42,2.19
1.84,2.39,1.91,1.44,2.63,3.4,2.79,2.37,5.26,2.18
1.84,6.11,2,1.42,2.61,3.42,2.83,2.29,5.05,2.16
1.9,5.68,2.66,1.43,2.56,4.01,2.86,2.24,4.71,2.34
1.93,4.12,2.51,1.56,3.07,3.88,2.8,2.22,4.44,2.41
1.89,3.7,2.3,3.18,5.91,3.64,2.76,2.18,4.26,2.27
1.99,3.56,2.23,3.06,5.92,3.55,2.72,2.14,4.15,2.26
1.99,3.54,2.45,2.74,5.57,3.7,2.69,2.18,4.14,2.78
1.94,3.5,2.5,2.46,8.65,3.65,2.69,2.11,4.07,2.8
1.92,3.3,2.33,2.26,8.29,9.41,2.69,2.07,3.99,2.76
1.9,3.13,2.15,2.09,5.85,12.37,2.7,2.06,3.94,2.6
1.87,3.01,2.05,2,5.3,11.54,2.68,2.08,3.91,2.5
1.83,2.91,2,1.92,5.61,7.04,2.68,2.16,3.85,2.43
1.81,2.86,1.95,1.85,5.54,6.01,2.71,2.1,3.79,2.39
1.8,2.81,1.91,1.81,10.78,5.57,2.75,2.11,3.73,2.37
1.8,2.77,1.9,1.79,28.19,5.35,2.74,2.2,3.66,2.39
1.77,2.73,4.66,1.81,13.33,5.13,2.73,2.18,3.6,3.88
1.74,2.68,3.48,3.06,9.81,4.99,2.69,2.13,3.55,3.37
1.72,2.61,3.11,4.35,7.73,5.04,2.66,2.05,3.52,3.03
1.7,2.6,3.04,4.18,6.82,5.03,2.66,2,3.49,2.92
1.7,2.57,2.79,3.53,8.8,11.16,2.7,1.93,3.46,4.02
1.67,2.53,2.69,3.21,8.57,13.51,3.02,1.86,3.5,4.31
1.66,2.52,2.6,2.93,7.94,10.6,3.13,1.84,3.57,3.53
1.63,2.52,2.52,2.72,6.69,8.08,3.23,1.81,3.56,3.23
1.61,2.49,2.53,2.56,6.19,10.23,3.18,1.76,3.63,3.58
1.59,2.46,2.6,2.44,5.9,9.72,3.08,1.76,3.54,3.34
1.58,2.42,2.45,2.37,5.66,8.03,2.99,1.78,3.47,3.15
1.55,2.38,2.35,2.32,5.48,7.38,2.95,1.74,3.48,3.03
1.54,2.35,2.29,2.26,5.33,6.82,2.95,1.69,3.54,2.91
1.5,2.32,2.24,2.19,5.21,6.45,2.87,1.64,3.71,2.84
1.49,2.3,2.19,2.15,5.06,6.15,2.81,1.62,3.6,2.77
1.47,2.28,2.2,2.15,4.93,5.93,2.76,1.62,3.46,2.72
1.47,2.27,2.37,2.2,4.81,5.79,2.72,1.58,3.54,2.65
1.45,2.22,2.19,2.15,4.7,5.65,2.65,1.58,3.59,2.58
1.42,2.17,2.16,2.24,4.6,5.5,2.59,1.56,3.51,2.53
1.41,2.15,2.25,2.18,4.5,5.37,2.55,1.54,3.45,2.49
1.4,2.13,2.21,2.1,4.44,5.28,2.53,1.51,3.39,2.45
1.36,2.1,2.16,2.04,4.41,5.14,2.5,1.48,3.33,2.43
1.33,2.06,2.14,1.98,4.35,5.05,2.47,1.47,3.27,2.42
1.27,2.02,2.13,2.06,4.47,4.93,2.45,1.47,3.43,2.4
1.29,2.09,2.17,2.09,4.64,4.84,2.42,1.45,4.18,2.4
1.26,2.58,2.11,2.04,4.71,4.75,2.45,1.45,4.13,2.38
1.24,2.29,2.06,1.99,4.56,4.66,2.46,1.46,3.77,2.39
1.19,2.14,2.06,1.95,4.6,4.58,2.44,1.45,3.59,2.35
1.48,2.05,2.13,1.91,5.11,4.51,2.36,1.48,3.49,2.33
1.54,2.01,2.07,1.92,5.05,4.44,2.37,1.46,3.46,2.32
1.51,1.98,2,1.93,4.71,4.37,2.35,1.43,3.64,2.36
1.45,1.96,1.95,1.93,4.52,4.31,2.31,1.41,3.5,2.37
1.39,1.95,1.9,1.89,4.38,4.29,2.34,1.4,3.42,2.44
1.4,1.92,1.86,1.86,4.28,4.28,2.41,1.39,3.46,2.36
1.46,1.89,1.81,1.86,4.35,4.28,2.62,1.43,3.37,2.34
1.41,1.86,1.78,1.88,4.5,4.21,2.93,1.42,3.32,2.33
1.34,1.85,1.77,1.81,4.43,4.11,2.83,1.38,3.32,2.31
1.32,1.86,1.79,1.76,4.36,4.04,2.7,1.27,3.89,2.36
1.31,1.89,1.75,1.74,4.18,3.99,2.65,1.21,3.85,2.31
1.34,1.84,1.73,1.74,4.07,3.94,2.58,1.17,3.61,2.29
1.29,1.83,1.79,1.71,4,3.9,2.55,0.8,3.47,2.3
1.25,1.82,1.83,1.7,3.92,3.87,2.51,1.32,3.38,2.3
1.18,1.82,1.77,1.66,3.86,3.8,2.46,1.39,3.32,2.27
1.06,1.8,1.73,1.62,3.8,3.68,2.42,1.34,3.27,2.24
1.01,1.77,1.7,1.57,3.74,3.59,2.41,0.82,3.23,2.2
1.09,1.82,1.7,1.54,3.69,3.55,2.35,1.39,3.19,2.15
1.11,1.85,1.67,1.5,3.64,3.5,2.3,1.68,3.15,2.11
1.06,1.93,1.65,1.46,3.6,3.48,2.25,1.81,3.13,2.06
1.07,2.01,1.63,1.45,3.55,3.44,2.23,1.81,3.09,2.05
1.06,1.96,1.6,1.42,3.5,3.4,2.22,1.86,3.06,2.03
1,1.95,1.55,1.39,3.46,3.36,2.21,1.81,3.04,1.99
0.82,2.45,1.54,1.35,3.41,3.34,2.18,1.75,3.01,1.97
0.94,2.14,1.57,1.31,3.36,3.31,2.16,1.7,2.97,1.94
0.8,1.99,1.65,1.27,3.31,3.27,2.11,1.67,2.94,1.9
0.7,1.97,1.7,1.57,3.28,3.24,2.13,1.65,2.91,1.88
0.72,1.96,1.65,1.83,3.23,3.21,2.17,1.62,2.88,
0.76,1.92,1.65,1.66,3.2,3.18,2.14,1.59,2.84,1.84
0.85,1.89,1.65,1.65,3.17,3.16,2.09,1.54,2.82,1.83
0.86,1.85,1.63,1.68,3.15,3.14,,1.5,2.8,1.83
0.79,1.8,1.66,1.63,3.11,3.11,2.06,1.45,2.78,1.83
0.74,1.76,1.71,1.6,3.07,3.08,2.06,1.38,2.75,1.83
0.67,1.73,1.69,1.59,3.04,3.08,2.15,1.22,2.72,1.81
0.56,1.73,1.65,1.56,3.01,3.09,2.13,0.76,2.7,1.82
0.4,1.69,1.65,1.51,2.98,3.08,2.12,0.29,2.68,1.84
0.09,1.68,1.6,1.48,2.96,3.09,2.11,-0.06,2.67,1.84
-0.45,1.67,1.55,1.46,2.92,3.09,2.11,-0.22,2.66,1.86
-0.85,1.66,1.5,1.4,2.89,3.21,2.07,-0.62,2.65,1.85
-0.95,1.61,1.47,1.35,2.86,3.12,2.04,-0.69,2.63,1.84
-0.94,1.6,1.44,1.32,2.87,3.05,2.02,-0.69,2.62,2
-0.94,1.58,1.39,1.28,2.86,2.99,2.01,-0.69,2.6,1.92
-0.94,1.55,1.37,1.25,2.82,2.96,2.01,-0.69,2.58,1.83
-0.94,1.5,1.32,1.18,2.79,2.95,2.01,-0.69,2.57,1.89
-0.94,1.49,1.29,1.08,2.77,2.91,2.18,-0.7,2.57,2.02
-0.94,1.47,1.23,0.94,2.76,2.89,2.28,-0.69,2.55,2.02
-0.94,1.45,1.16,0.87,2.73,2.86,2.44,-0.69,2.54,1.95
-0.94,1.43,1.02,0.81,2.71,2.82,2.9,-0.69,2.53,1.88
-0.94,1.41,1.01,0.71,2.68,2.85,3.26,-0.69,2.52,1.83
-0.94,1.41,0.91,0.65,2.66,2.82,2.87,-0.7,2.5,1.77
-0.94,1.49,0.8,0.5,2.65,2.79,2.68,-0.7,2.47,1.75
-0.94,1.44,0.73,0.28,2.62,2.73,2.56,-0.7,2.45,1.71
-0.94,1.39,0.62,0.38,2.62,2.72,2.44,-0.7,2.44,1.67
-0.94,1.35,0.4,0.2,2.61,2.72,2.33,0.42,2.43,1.65
-0.94,1.28,0.01,0.01,2.61,2.92,2.28,0.85,2.43,1.64
-0.94,1.22,-0.54,-0.46,2.62,3.83,2.24,1.73,2.42,1.63
-0.94,1.25,-0.25,-0.92,2.68,3.61,2.21,1.8,2.41,1.63
-0.94,1.38,0.16,-0.95,2.67,4.03,2.19,1.76,2.42,1.61
-0.94,1.47,0.04,-0.95,2.64,3.64,2.16,1.71,2.41,1.6
-0.94,1.46,-0.29,-0.95,2.62,3.44,2.13,1.65,2.38,1.58
-0.94,1.45,-0.88,-0.95,2.61,3.64,2.1,1.59,2.37,1.58
-0.94,1.45,-0.95,-0.95,2.6,3.73,2.07,1.53,2.36,1.66
-0.94,1.38,-0.95,-0.95,2.59,3.59,2.05,1.47,2.35,1.76
-0.94,1.32,-0.95,-0.95,2.56,3.65,2.04,1.43,2.34,1.76
-0.94,1.28,-0.95,-0.95,2.53,3.46,2.06,1.36,2.44,1.68
-0.94,1.25,-0.95,-0.95,2.52,3.38,2.15,1.29,3.2,1.66
-0.94,1.25,-0.95,-0.95,2.51,3.31,2.25,1.15,2.98,1.62
-0.94,1.32,-0.95,-0.95,2.49,3.24,2.25,1.04,2.76,1.62
-0.94,1.34,-0.95,-0.95,2.47,3.21,2.22,0.68,2.62,1.59
-0.94,1.35,-0.95,-0.95,2.46,3.16,2.24,0.4,2.54,1.59
-0.94,1.35,-0.95,-0.95,2.45,3.16,2.2,-0.13,2.5,1.6
-0.95,1.33,-0.95,-0.95,2.43,3.12,2.17,-0.68,2.46,1.58
-0.94,1.31,-0.95,-0.95,2.42,3.12,2.13,-0.69,2.5,1.57
-0.94,1.22,-0.95,-0.95,2.42,3.12,2.09,-0.35,2.46,1.67
-0.94,1.14,-0.95,-0.95,2.42,3.33,2.05,0.75,2.43,2.11
-0.94,1.16,-0.95,-0.95,2.42,3.16,2.03,1.06,2.4,1.93
-0.95,1.22,-0.95,-0.95,2.41,3.1,2.01,0.89,2.39,2.51
-0.95,1.27,-0.95,-0.95,2.39,3.04,1.97,1.31,2.38,2.21
-0.95,1.27,-0.95,-0.95,2.37,2.98,1.96,2.06,2.37,2.08
-0.95,1.23,-0.95,-0.95,2.36,2.95,1.95,7.27,2.35,2.33
-0.95,1.15,-0.95,-0.95,2.37,2.92,1.92,4.29,2.35,3.08
-0.95,1.06,-0.95,-0.95,2.39,2.9,1.91,3.6,2.35,2.74
-0.95,1.04,-0.95,-0.95,2.36,2.86,1.9,3.21,2.44,2.52
-0.95,1.02,-0.95,-0.96,2.35,2.85,1.91,3.02,2.39,2.41
-0.95,1.99,0.02,-0.95,2.34,2.86,1.91,2.85,2.46,2.32
-0.95,2.46,1.64,0,2.35,2.85,1.9,3.54,2.44,2.24
-0.95,2.02,1.6,1.03,2.34,2.84,1.9,4.11,2.4,2.19
-0.95,2.25,1.57,0.95,2.33,2.82,1.9,3.78,2.37,2.16
-0.95,2.52,1.52,1.78,2.32,2.81,1.87,3.71,2.35,2.13
-0.95,2.44,1.49,1.67,2.3,2.83,1.85,3.7,2.33,2.11
-0.95,2.25,1.5,1.51,2.29,2.8,1.87,3.52,2.32,2.13
-0.95,2.15,1.55,1.4,2.27,2.81,1.86,3.36,2.31,2.1
-0.95,2.05,1.62,1.37,2.25,2.78,1.86,6.29,2.31,2.09
-0.95,1.98,1.94,1.49,2.25,2.77,1.91,4.69,2.31,2.08
-0.95,1.94,1.83,1.46,2.24,2.78,1.94,4,2.32,2.08
-0.96,1.88,1.8,1.41,2.24,2.8,1.89,3.75,2.32,2.07
-0.96,1.84,1.75,1.4,2.25,3.42,2,3.58,2.3,2.06
-0.96,1.82,1.7,1.44,2.24,3.66,2.27,3.44,2.29,2.08
-0.96,1.83,1.66,1.51,2.23,3.42,2.48,3.34,2.27,2.07
-0.96,2.26,2.47,1.54,2.21,3.23,2.77,3.26,2.26,2.04
-0.42,2.36,1.77,1.65,2.21,3.09,2.98,3.45,2.28,2.02
0.83,2.1,1.74,1.81,2.2,3.03,2.8,3.53,2.27,1.99
0.44,2.27,1.67,1.72,2.2,2.97,2.65,3.36,2.27,1.95
-0.33,2.21,1.62,1.66,2.19,2.94,2.56,3.26,2.26,1.91
-0.3,2.13,1.67,1.61,2.19,2.95,2.5,3.19,2.26,1.9
0.38,2.08,1.64,1.56,2.2,2.93,2.46,3.14,2.25,1.9
-0.71,2.01,1.65,1.54,2.2,2.91,2.43,3.1,2.25,1.9
-0.95,1.96,1.65,1.51,2.19,2.88,2.43,3.06,2.25,1.91
-0.75,1.95,1.63,1.49,2.18,2.85,2.42,3.05,2.23,1.9
1.33,1.93,1.64,1.47,2.18,2.84,2.39,4,2.23,1.89
1.95,1.94,1.74,1.44,2.17,2.8,2.34,6.5,2.25,1.87
1.79,1.93,1.72,1.43,2.18,2.8,2.3,5.37,2.24,1.89
1.6,1.91,1.69,1.5,2.23,2.79,2.31,4.34,2.22,1.87
1.56,1.89,2.1,1.49,2.25,2.79,2.36,4,2.22,1.87
1.53,1.93,1.99,1.53,2.24,2.79,2.34,3.83,2.27,1.87
1.5,1.96,1.83,1.9,2.25,2.79,2.32,3.9,2.29,1.88
1.5,1.96,1.88,1.8,2.26,2.79,2.31,6.97,2.4,1.86
1.49,2.01,2.03,1.75,2.23,2.82,2.3,17.64,2.33,1.84
1.45,2.03,2.32,1.7,2.21,2.8,2.27,7.14,2.33,1.85
1.4,1.97,2.52,1.65,2.21,2.77,2.25,5.91,2.32,1.86
1.36,1.95,2.37,1.61,2.21,2.75,2.25,5.62,2.31,1.88
1.36,1.94,2.21,1.58,2.22,2.68,2.25,5.27,2.29,1.9
1.37,1.92,2.11,1.54,2.24,2.66,2.27,5,2.28,1.91
1.38,1.89,2.02,1.53,2.29,2.65,2.28,4.85,2.28,1.9
1.37,1.89,1.97,1.52,3.79,2.65,2.24,4.81,2.37,1.88
1.33,1.87,1.93,1.52,3.81,2.64,2.22,4.92,2.38,1.87
1.35,1.85,1.88,1.51,3.18,2.65,2.21,4.82,2.31,1.89
1.39,1.88,1.86,1.49,3.05,2.66,2.2,4.66,2.33,1.89
1.38,1.88,1.84,1.49,2.88,2.64,2.16,4.54,2.34,1.9
1.36,2.1,1.8,1.49,2.77,2.63,2.15,4.44,2.36,1.91
1.39,2.05,1.97,1.5,11,2.63,2.15,4.38,2.36,1.94
1.41,1.98,4.82,1.65,6.13,2.62,2.14,4.34,2.35,1.96
1.46,1.94,2.13,1.61,4.36,2.62,2.17,4.32,2.38,1.99
1.45,1.92,1.93,1.59,3.8,2.62,2.19,4.31,2.4,1.99
1.41,1.91,1.89,1.61,3.46,2.62,2.21,4.19,2.37,1.97
,1.9,1.85,1.84,3.26,2.61,2.23,4.12,2.38,1.99
1.46,1.88,1.81,2.69,3.14,2.86,2.23,4.05,2.38,1.99
1.52,1.86,1.8,2.94,3.06,2.95,2.23,4,2.38,1.96
1.55,1.86,3.02,2.53,3.21,2.93,2.23,3.96,2.39,1.96
1.54,1.85,2.59,2.47,3.07,3.04,2.23,3.92,2.41,1.94
1.52,1.87,2.27,2.29,3.02,3.06,2.23,3.9,2.42,1.94
1.53,1.87,2.11,2.2,3.02,3.13,2.23,3.86,2.44,1.98
1.53,1.86,2.03,2.11,2.98,3.22,2.23,3.82,2.45,1.99
1.59,1.84,1.92,2.02,2.93,3.07,2.25,3.81,2.44,1.99
1.62,1.82,1.84,1.95,2.88,2.98,2.31,3.77,2.42,1.98
1.63,1.82,1.8,1.91,2.84,2.91,2.31,3.72,2.44,2
1.72,1.81,1.81,1.88,2.81,2.86,2.33,3.69,2.42,1.99
1.71,1.82,1.81,1.86,2.8,2.83,2.34,3.68,2.41,1.97
1.7,1.8,1.81,1.83,2.81,2.81,2.33,3.65,2.42,1.96
1.73,1.81,1.85,1.81,2.79,2.78,2.33,3.63,2.43,1.97
1.79,1.85,1.86,1.82,2.79,2.73,2.3,3.61,2.44,1.97
1.79,1.87,1.83,1.84,2.75,2.7,2.28,3.58,2.45,1.96
1.8,1.87,1.84,1.86,2.73,2.69,2.27,3.54,2.45,1.98
1.8,1.88,1.81,1.92,2.68,2.72,2.24,3.52,2.45,1.99
1.77,1.89,1.79,1.93,2.66,2.72,2.23,3.51,2.46,1.99
1.77,1.88,1.81,1.93,2.66,2.71,2.22,3.5,2.46,1.99
1.85,1.89,1.97,1.89,2.66,2.71,2.23,3.48,2.45,2
2.01,1.91,2.12,1.91,2.66,2.71,2.23,3.44,2.43,1.99
1.9,1.91,2.07,1.94,2.7,2.71,2.25,3.39,2.42,1.98
1.88,1.9,2.12,1.91,3.79,2.71,2.25,3.38,2.41,2.02
2,1.9,2.07,1.89,4.54,2.69,2.25,3.38,2.43,2.12
1.92,1.89,2.01,1.88,4.11,2.68,2.25,3.37,2.46,2.1
1.84,1.9,2,1.86,3.81,2.65,2.25,3.37,2.45,2.1
1.83,1.91,1.99,1.83,3.64,2.65,2.24,3.34,2.43,2.11
1.87,1.92,1.94,1.82,3.5,2.87,2.26,3.31,2.43,2.1
1.88,1.93,1.91,1.85,3.42,3.24,2.27,3.28,2.42,2.09
1.93,1.94,1.91,1.87,3.35,3.7,2.27,3.26,2.41,2.09
1.93,1.93,1.89,1.87,3.29,3.81,2.33,3.26,2.41,2.08
1.96,1.94,1.87,1.86,3.24,3.79,2.44,3.34,2.41,2.05
2.02,1.94,1.87,1.87,3.21,3.59,2.54,3.7,2.42,2.05
1.99,1.95,1.88,1.87,3.18,3.41,2.69,4.07,2.42,2.07
2,1.93,1.87,1.89,3.15,3.31,2.61,3.82,2.43,2.06
2.04,1.9,1.85,1.91,3.14,3.27,2.53,3.67,2.45,2.05
1.99,1.9,1.89,1.9,3.12,3.24,2.46,3.61,2.43,2.05
1.98,1.91,1.9,1.89,3.46,3.21,2.41,3.58,2.45,2.06
2.04,1.93,1.89,1.89,3.69,3.17,2.39,3.53,2.43,2.05
