1.8,1.18,30.6,1.82,23.8,1.77,17,1.66,596,3.86,602,3.8,107,2.46,0.85,1.39,342,3.32,63.9,2.27
0.82,1.06,29.1,1.8,21.7,1.73,15,1.62,561,3.8,547,3.68,98.8,2.42,0.53,1.34,324,3.27,60.1,2.24
0.53,1.01,26.8,1.77,19.6,1.7,12.7,1.57,529,3.74,501,3.59,95.7,2.41,0.01,0.82,308,3.23,55.2,2.2
0.98,1.09,30.5,1.82,19.2,1.7,11.2,1.54,504,3.69,484,3.55,85.2,2.35,1.27,1.39,295,3.19,49.8,2.15
1.17,1.11,32.7,1.85,17.7,1.67,9.67,1.5,480,3.64,461,3.5,76.7,2.3,7.29,1.68,283,3.15,46.1,2.11
0.78,1.06,40.3,1.93,16.7,1.65,8.51,1.46,461,3.6,455,3.48,70.7,2.25,13.2,1.81,275,3.13,41.3,2.06
0.79,1.07,47.5,2.01,14.9,1.63,7.8,1.45,436,3.55,437,3.44,68.1,2.23,12.2,1.81,263,3.09,39.6,2.05
0.68,1.06,42.5,1.96,13.6,1.6,7.13,1.42,416,3.5,419,3.4,66.2,2.22,15.2,1.86,252,3.06,38,2.03
0.35,1,41.4,1.95,11.4,1.55,6.13,1.39,400,3.46,401,3.36,64.8,2.21,12.1,1.81,244,3.04,34.6,1.99
0.03,0.82,204,2.45,11,1.54,5.21,1.35,379,3.41,394,3.34,61.1,2.18,9.43,1.75,234,3.01,32.6,1.97
0.17,0.94,62.1,2.14,11.8,1.57,4.29,1.31,357,3.36,381,3.31,58.2,2.16,7.45,1.7,222,2.97,30.6,1.94
0.01,0.8,42.2,1.99,15,1.65,3.58,1.27,340,3.31,367,3.27,53.3,2.11,6.24,1.67,213,2.94,27.7,1.9
0,0.7,40.9,1.97,17.3,1.7,15.3,1.57,327,3.28,353,3.24,55.2,2.13,5.65,1.65,204,2.91,25.8,1.88
0,0.72,40,1.96,14.7,1.65,25.9,1.83,310,3.23,343,3.21,59.5,2.17,4.7,1.62,193,2.88,25.6,
